NOME_DEPARTAMENTO;NOME_SECCIONAL;NOME_DELEGACIA;CIDADE;NUM_BO;ANO_BO;DATA_COMUNICACAO;DATA_OCORRENCIA_BO;HORA_OCORRENCIA_BO;DESC_PERIODO;DESCR_TIPOLOCAL;BAIRRO;LOGRADOURO;NUMERO_LOGRADOURO;LATITUDE;LONGITUDE;NOME_DELEGACIA_CIRCUNSCRIÄ«O;NOME_DEPARTAMENTO_CIRCUNSCRIÄ«O;NOME_SECCIONAL_CIRCUNSCRIÄ«O;NOME_MUNICIPIO_CIRCUNSCRIÄ«O;RUBRICA;DESCR_CONDUTA;NATUREZA_APURADA;MES_ESTATISTICA;ANO_ESTATISTICA
DEMACRO;DEL.SEC.CARAPICUIBA;DEL.POL.ITAPEVI;ITAPEVI;AX5421;2023;20/01/2023;20/01/2023;12:53:33;NULL;Rodovia/Estrada;JARDIM SANTA RITA;RUA DA PAZ;15;-23,5505816;-46,9501552;DEL.POL.ITAPEVI;DEMACRO;DEL.SEC.CARAPICUIBA;ITAPEVI;Localizaá∆o/Apreens∆o de objeto;NULL;APREENS«O DE ENTORPECENTES;1;2023
DIPOL - DEPTO DE INTELIGENCIA;DELEGACIA ELETRONICA;DELEGACIA ELETRONICA;ITAPEVI;AA2963;2023;01/01/2023;01/01/2023;NULL;Pela manh∆;Metrovi†rio e Ferrovi†rio Metropolitano;JARDIM NOVA ITAPEVI;RUA JO«O PIRES DE OLIVEIRA;0;-23,5441665;-46,9353498;DEL.POL.ITAPEVI;DEMACRO;DEL.SEC.CARAPICUIBA;ITAPEVI;Furto (art. 155);Outros;FURTO - OUTROS;1;2023
DIPOL - DEPTO DE INTELIGENCIA;DELEGACIA ELETRONICA;DELEGACIA ELETRONICA;ITAPEVI;AA4114;2023;01/01/2023;29/12/2022;NULL;A tarde;Via P£blica;CENTRO;AVENIDA CESµRIO DE ABREU;71;-23,5459657;-46,9342003;DEL.POL.ITAPEVI;DEMACRO;DEL.SEC.CARAPICUIBA;ITAPEVI;Furto (art. 155);Outros;FURTO - OUTROS;1;2023
DIPOL - DEPTO DE INTELIGENCIA;DELEGACIA ELETRONICA;DELEGACIA ELETRONICA 2;ITAPEVI;AA9929;2023;02/01/2023;01/01/2022;00:00:00;NULL;Via P£blica;BAIRRO DOS ABREUS;AVENIDA CESµRIO DE ABREU;137;-23,54440815;-46,93216742;DEL.POL.ITAPEVI;DEMACRO;DEL.SEC.CARAPICUIBA;ITAPEVI;Furto (art. 155);Outros;FURTO - OUTROS;1;2023
DIPOL - DEPTO DE INTELIGENCIA;DELEGACIA ELETRONICA;DELEGACIA ELETRONICA;ITAPEVI;AC0629;2023;02/01/2023;02/01/2023;NULL;A tarde;Via P£blica;JARDIM RUTH;RUA GAUGUIN;52;-23,5492651;-46,9331962;DEL.POL.ITAPEVI;DEMACRO;DEL.SEC.CARAPICUIBA;ITAPEVI;Furto (art. 155);Outros;FURTO - OUTROS;1;2023
DIPOL - DEPTO DE INTELIGENCIA;DELEGACIA ELETRONICA;DELEGACIA ELETRONICA 2;ITAPEVI;AC4158;2023;03/01/2023;29/12/2022;NULL;De madrugada;Outros;PQ SUBURBANO;RUA DOS MINEIROS;1009;-23,56420949;-46,93397506;DEL.POL.ITAPEVI;DEMACRO;DEL.SEC.CARAPICUIBA;ITAPEVI;Furto (art. 155);Outros;FURTO - OUTROS;1;2023
DIPOL - DEPTO DE INTELIGENCIA;DELEGACIA ELETRONICA;DELEGACIA ELETRONICA 2;ITAPEVI;AC4512;2023;03/01/2023;22/10/2022;08:30:00;NULL;Via P£blica;ENGENHEIRO CARDOSO;RUA EDUARDO DE ABREU;101;-23,53584588;-46,92255362;DEL.POL.ITAPEVI;DEMACRO;DEL.SEC.CARAPICUIBA;ITAPEVI;Furto (art. 155);Outros;FURTO - OUTROS;1;2023
DIPOL - DEPTO DE INTELIGENCIA;DELEGACIA ELETRONICA;DELEGACIA ELETRONICA 2;ITAPEVI;AC4647;2023;03/01/2023;03/01/2023;10:10:00;NULL;Via P£blica;CENTRO;AVENIDA CESµRIO DE ABREU;77;-23,54461005;-46,9326156;DEL.POL.ITAPEVI;DEMACRO;DEL.SEC.CARAPICUIBA;ITAPEVI;Furto (art. 155);Outros;FURTO - OUTROS;1;2023
DIPOL - DEPTO DE INTELIGENCIA;DELEGACIA ELETRONICA;DELEGACIA ELETRONICA 2;ITAPEVI;AC7601;2023;03/01/2023;01/01/2023;00:00:00;NULL;Via P£blica;PQ SUBURBANO;RUA DOS SUL AMERICANOS;36;-23,5634836;-46,93042936;DEL.POL.ITAPEVI;DEMACRO;DEL.SEC.CARAPICUIBA;ITAPEVI;Furto (art. 155);Outros;FURTO - OUTROS;1;2023
DIPOL - DEPTO DE INTELIGENCIA;DELEGACIA ELETRONICA;DELEGACIA ELETRONICA 2;ITAPEVI;AC9863;2023;03/01/2023;27/12/2022;17:00:00;NULL;Via P£blica;JARDIM ROSEMARY;RUA SERRA DO PARACAIMA;222;-23,55954583;-46,93133713;DEL.POL.ITAPEVI;DEMACRO;DEL.SEC.CARAPICUIBA;ITAPEVI;Furto (art. 155);Outros;FURTO - OUTROS;1;2023
DIPOL - DEPTO DE INTELIGENCIA;DELEGACIA ELETRONICA;DELEGACIA ELETRONICA 2;ITAPEVI;AD0203;2023;03/01/2023;03/01/2023;09:50:00;NULL;Via P£blica;CENTRO;PRAÄA DEZOITO DE FEVEREIRO;1;-23,54834747;-46,93660018;DEL.POL.ITAPEVI;DEMACRO;DEL.SEC.CARAPICUIBA;ITAPEVI;Furto (art. 155);Outros;FURTO - OUTROS;1;2023
DIPOL - DEPTO DE INTELIGENCIA;DELEGACIA ELETRONICA;DELEGACIA ELETRONICA;ITAPEVI;AD1284;2023;03/01/2023;02/01/2023;NULL;A tarde;Outros;BAIRRO DOS ABREUS;AVENIDA CESµRIO DE ABREU;220;-23,54378891;-46,93170672;DEL.POL.ITAPEVI;DEMACRO;DEL.SEC.CARAPICUIBA;ITAPEVI;Furto (art. 155);Outros;FURTO - OUTROS;1;2023
DIPOL - DEPTO DE INTELIGENCIA;DELEGACIA ELETRONICA;DELEGACIA ELETRONICA;ITAPEVI;AD3035;2023;04/01/2023;23/12/2022;NULL;A noite;Via P£blica;PARQUE MIRA FLORES;RUA FRANCISCO CAMARGO RIBEIRO;650;-23,53995458;-46,98919816;DEL.POL.ITAPEVI;DEMACRO;DEL.SEC.CARAPICUIBA;ITAPEVI;Furto (art. 155);Outros;FURTO - OUTROS;1;2023
DIPOL - DEPTO DE INTELIGENCIA;DELEGACIA ELETRONICA;DELEGACIA ELETRONICA 2;ITAPEVI;AD4632;2023;04/01/2023;28/12/2022;16:49:00;NULL;Via P£blica;CENTRO;AVENIDA CESµRIO DE ABREU;109;-23,54462034;-46,93228253;DEL.POL.ITAPEVI;DEMACRO;DEL.SEC.CARAPICUIBA;ITAPEVI;Furto (art. 155);Estabelecimento Comercial;FURTO - OUTROS;1;2023
DIPOL - DEPTO DE INTELIGENCIA;DELEGACIA ELETRONICA;DELEGACIA ELETRONICA 2;ITAPEVI;AD6067;2023;04/01/2023;01/01/2023;23:20:00;NULL;Via P£blica;CENTRO;AVENIDA RUBêNS CARAMEZ;404;-23,5489831;-46,93711189;DEL.POL.ITAPEVI;DEMACRO;DEL.SEC.CARAPICUIBA;ITAPEVI;Furto (art. 155);Outros;FURTO - OUTROS;1;2023
DIPOL - DEPTO DE INTELIGENCIA;DELEGACIA ELETRONICA;DELEGACIA ELETRONICA 2;ITAPEVI;AD9514;2023;04/01/2023;01/01/2023;05:00:00;NULL;Via P£blica;COHAB - SETOR D;RUA SEBASTI«O MAMEDE;48;-23,552573;-46,942576;DEL.POL.ITAPEVI;DEMACRO;DEL.SEC.CARAPICUIBA;ITAPEVI;Furto (art. 155);Outros;FURTO - OUTROS;1;2023
DIPOL - DEPTO DE INTELIGENCIA;DELEGACIA ELETRONICA;DELEGACIA ELETRONICA;ITAPEVI;AE6107;2023;04/01/2023;03/01/2023;NULL;A tarde;Outros;CHµCARA SANTA CEC÷LIA;RUA DOS CAMARÂES;258;-23,55702;-46,91134;DEL.POL.ITAPEVI;DEMACRO;DEL.SEC.CARAPICUIBA;ITAPEVI;Furto (art. 155);Outros;FURTO - OUTROS;1;2023
DIPOL - DEPTO DE INTELIGENCIA;DELEGACIA ELETRONICA;DELEGACIA ELETRONICA 2;ITAPEVI;AE9447;2023;05/01/2023;03/01/2023;20:00:00;NULL;Via P£blica;PQ SUBURBANO;RUA DOS SUL AMERICANOS;415;-23,56513932;-46,9337428;DEL.POL.ITAPEVI;DEMACRO;DEL.SEC.CARAPICUIBA;ITAPEVI;Furto (art. 155);Interior Estabelecimento;FURTO - OUTROS;1;2023
DIPOL - DEPTO DE INTELIGENCIA;DELEGACIA ELETRONICA;DELEGACIA ELETRONICA;ITAPEVI;AF2738;2023;05/01/2023;22/11/2022;NULL;De madrugada;Via P£blica;JARDIM ITAGUASSU;RUA FRANCISCO CAMPOS DE OLIVEIRA;10;-23,5459417;-46,9613991;DEL.POL.ITAPEVI;DEMACRO;DEL.SEC.CARAPICUIBA;ITAPEVI;Furto (art. 155);Fios e Cabos;FURTO - OUTROS;1;2023
DIPOL - DEPTO DE INTELIGENCIA;DELEGACIA ELETRONICA;DELEGACIA ELETRONICA 2;ITAPEVI;AF3614;2023;05/01/2023;31/12/2022;18:00:00;NULL;Via P£blica;VILA GARCIA;RUA JOSê MICHELOTI;325;-23,54089329;-46,93447352;DEL.POL.ITAPEVI;DEMACRO;DEL.SEC.CARAPICUIBA;ITAPEVI;Furto (art. 155);Outros;FURTO - OUTROS;1;2023
DIPOL - DEPTO DE INTELIGENCIA;DELEGACIA ELETRONICA;DELEGACIA ELETRONICA 2;ITAPEVI;AF6786;2023;05/01/2023;25/01/2022;05:00:00;NULL;Via P£blica;VITAPOLIS;RUA OSVALDO FRANCISCO;825;-23,53457086;-46,92830516;DEL.POL.ITAPEVI;DEMACRO;DEL.SEC.CARAPICUIBA;ITAPEVI;Furto (art. 155);Residància;FURTO - OUTROS;1;2023
DIPOL - DEPTO DE INTELIGENCIA;DELEGACIA ELETRONICA;DELEGACIA ELETRONICA 2;ITAPEVI;AF7122;2023;05/01/2023;04/01/2023;17:30:00;NULL;Via P£blica;ENGENHEIRO CARDOSO;RUA ANDRê CAVANHA;60;-23,5362513;-46,92539677;DEL.POL.ITAPEVI;DEMACRO;DEL.SEC.CARAPICUIBA;ITAPEVI;Furto (art. 155);Estabelecimento Comercial;FURTO - OUTROS;1;2023
DIPOL - DEPTO DE INTELIGENCIA;DELEGACIA ELETRONICA;DELEGACIA ELETRONICA;ITAPEVI;AF8069;2023;05/01/2023;30/12/2022;NULL;De madrugada;Via P£blica;JARDIM NOVA ITAPEVI;ESTRADA DOS COQUEIROS;345;-23,533479;-46,947258;DEL.POL.ITAPEVI;DEMACRO;DEL.SEC.CARAPICUIBA;ITAPEVI;Furto (art. 155);Fios e Cabos;FURTO - OUTROS;1;2023
DIPOL - DEPTO DE INTELIGENCIA;DELEGACIA ELETRONICA;DELEGACIA ELETRONICA;ITAPEVI;AF8366;2023;05/01/2023;26/12/2022;NULL;A tarde;Via P£blica;VILA AURORA;AVENIDA RUBêNS CARAMEZ;77;-23,55149046;-46,93752578;DEL.POL.ITAPEVI;DEMACRO;DEL.SEC.CARAPICUIBA;ITAPEVI;Furto (art. 155);Outros;FURTO - OUTROS;1;2023
DIPOL - DEPTO DE INTELIGENCIA;DELEGACIA ELETRONICA;DELEGACIA ELETRONICA;ITAPEVI;AH3779;2023;06/01/2023;06/01/2022;NULL;Pela manh∆;Via P£blica;PQ SUBURBANO;RUA DOS GOIANOS;1031;-23,56551443;-46,934113;DEL.POL.ITAPEVI;DEMACRO;DEL.SEC.CARAPICUIBA;ITAPEVI;Furto (art. 155);Outros;FURTO - OUTROS;1;2023
DIPOL - DEPTO DE INTELIGENCIA;DELEGACIA ELETRONICA;DELEGACIA ELETRONICA 2;ITAPEVI;AH4132;2023;07/01/2023;05/01/2023;12:00:00;NULL;Via P£blica;PQ SUBURBANO;RUA DOS PIAUIENSES;57;-23,5637897;-46,92987526;DEL.POL.ITAPEVI;DEMACRO;DEL.SEC.CARAPICUIBA;ITAPEVI;Furto (art. 155);Outros;FURTO - OUTROS;1;2023
DIPOL - DEPTO DE INTELIGENCIA;DELEGACIA ELETRONICA;DELEGACIA ELETRONICA 2;ITAPEVI;AH4331;2023;07/01/2023;05/01/2023;05:20:00;NULL;Via P£blica;CHµCARAS MONTE SERRAT;ESTRADA DOS UIRAPURUS;134;-23,53750432;-47,01136899;DEL.POL.ITAPEVI;DEMACRO;DEL.SEC.CARAPICUIBA;ITAPEVI;Furto (art. 155);Outros;FURTO - OUTROS;1;2023
DIPOL - DEPTO DE INTELIGENCIA;DELEGACIA ELETRONICA;DELEGACIA ELETRONICA;ITAPEVI;AH9570;2023;07/01/2023;07/01/2023;NULL;A tarde;Via P£blica;CENTRO;AVENIDA RUBêNS CARAMEZ;215;-23,55043591;-46,9380031;DEL.POL.ITAPEVI;DEMACRO;DEL.SEC.CARAPICUIBA;ITAPEVI;Furto (art. 155);Outros;FURTO - OUTROS;1;2023
DIPOL - DEPTO DE INTELIGENCIA;DELEGACIA ELETRONICA;DELEGACIA ELETRONICA;ITAPEVI;AH9837;2023;07/01/2023;07/01/2023;NULL;De madrugada;Via P£blica;PARQUE WEY;RUA SALETE;160;-23,55996078;-46,92267035;DEL.POL.ITAPEVI;DEMACRO;DEL.SEC.CARAPICUIBA;ITAPEVI;Furto (art. 155);Outros;FURTO - OUTROS;1;2023
DIPOL - DEPTO DE INTELIGENCIA;DELEGACIA ELETRONICA;DELEGACIA ELETRONICA;ITAPEVI;AI0189;2023;07/01/2023;07/01/2023;NULL;A tarde;Metrovi†rio e Ferrovi†rio Metropolitano;CHACARAS SANTA CECILIA;RUA DO OCEANO;100;-23,55404431;-46,91249526;DEL.POL.ITAPEVI;DEMACRO;DEL.SEC.CARAPICUIBA;ITAPEVI;Furto (art. 155);Outros;FURTO - OUTROS;1;2023
DIPOL - DEPTO DE INTELIGENCIA;DELEGACIA ELETRONICA;DELEGACIA ELETRONICA 2;ITAPEVI;AI0655;2023;08/01/2023;08/01/2023;NULL;Pela manh∆;Outros;JARDIM ITAPEVI;AVENIDA LU÷S MANFRINATO;450;-23,54596462;-46,93117512;DEL.POL.ITAPEVI;DEMACRO;DEL.SEC.CARAPICUIBA;ITAPEVI;Furto (art. 155);Caixa Eletrìnico;FURTO - OUTROS;1;2023
DIPOL - DEPTO DE INTELIGENCIA;DELEGACIA ELETRONICA;DELEGACIA ELETRONICA;ITAPEVI;AI2972;2023;08/01/2023;08/01/2023;NULL;Pela manh∆;Outros;COHAB - SETOR A;RUA JACUNA;22;-23,5577754;-46,950505;DEL.POL.ITAPEVI;DEMACRO;DEL.SEC.CARAPICUIBA;ITAPEVI;Furto (art. 155);Outros;FURTO - OUTROS;1;2023
DECAP;DECAP - SEDE;DEL.POL.METROPOLITANO;ITAPEVI;AJ5488;2023;09/01/2023;08/01/2023;20:00:00;NULL;Metrovi†rio e Ferrovi†rio Metropolitano;VILA DOLORES;ESTAÄ«O DE TREM DE ITAPEVI;1;-23,54505583;-46,93464522;DEL.POL.ITAPEVI;DEMACRO;DEL.SEC.CARAPICUIBA;ITAPEVI;Furto (art. 155);Interior Transporte Coletivo;FURTO - OUTROS;1;2023
DEMACRO;DEL.SEC.CARAPICUIBA;DEL.POL.ITAPEVI;ITAPEVI;AJ8041;2023;09/01/2023;09/01/2023;NULL;Em hora incerta;Agància;CENTRO;AVENIDA FêRES NASSIF CHALUPE;55;-23,54432887;-46,93359385;DEL.POL.ITAPEVI;DEMACRO;DEL.SEC.CARAPICUIBA;ITAPEVI;Furto (art. 155);Outros;FURTO - OUTROS;1;2023
DIPOL - DEPTO DE INTELIGENCIA;DELEGACIA ELETRONICA;DELEGACIA ELETRONICA 2;ITAPEVI;AJ8395;2023;09/01/2023;20/12/2022;10:00:00;NULL;Via P£blica;JARDIM NOVA ITAPEVI;RUA CHRISTINO GONZALES;215;-23,54335;ˇ-46.93667;DEL.POL.ITAPEVI;DEMACRO;DEL.SEC.CARAPICUIBA;ITAPEVI;Furto (art. 155);Outros;FURTO - OUTROS;1;2023
DIPOL - DEPTO DE INTELIGENCIA;DELEGACIA ELETRONICA;DELEGACIA ELETRONICA 2;ITAPEVI;AK1312;2023;09/01/2023;08/01/2023;02:00:00;NULL;Via P£blica;COHAB - SETOR D;RUA LµZARO TOLEDO DE QUEIROZ;90;-23,55443561;-46,93656124;DEL.POL.ITAPEVI;DEMACRO;DEL.SEC.CARAPICUIBA;ITAPEVI;Furto (art. 155);Residància;FURTO - OUTROS;1;2023
DIPOL - DEPTO DE INTELIGENCIA;DELEGACIA ELETRONICA;DELEGACIA ELETRONICA 2;ITAPEVI;AK4831;2023;10/01/2023;06/01/2023;NULL;A tarde;Via P£blica;PQ SUBURBANO;AVENIDA DOS BRASILEIROS;995;-23,56335695;-46,93358976;DEL.POL.ITAPEVI;DEMACRO;DEL.SEC.CARAPICUIBA;ITAPEVI;Furto (art. 155);Outros;FURTO - OUTROS;1;2023
DIPOL - DEPTO DE INTELIGENCIA;DELEGACIA ELETRONICA;DELEGACIA ELETRONICA;ITAPEVI;AL4938;2023;10/01/2023;07/01/2023;NULL;A noite;Via P£blica;PQ SUBURBANO;RUA DOS CAPICHABAS;130;-23,56297617;-46,94159599;DEL.POL.ITAPEVI;DEMACRO;DEL.SEC.CARAPICUIBA;ITAPEVI;Furto (art. 155);Outros;FURTO - OUTROS;1;2023
DIPOL - DEPTO DE INTELIGENCIA;DELEGACIA ELETRONICA;DELEGACIA ELETRONICA;ITAPEVI;AM6096;2023;11/01/2023;10/01/2023;NULL;Pela manh∆;Metrovi†rio e Ferrovi†rio Metropolitano;CHµCARAS JACUCA÷;RUA ROSµLIA JACI DA SILVA;0;-23,548783;-46,926165;DEL.POL.ITAPEVI;DEMACRO;DEL.SEC.CARAPICUIBA;ITAPEVI;Furto (art. 155);Outros;FURTO - OUTROS;1;2023
DIPOL - DEPTO DE INTELIGENCIA;DELEGACIA ELETRONICA;DELEGACIA ELETRONICA 2;ITAPEVI;AN4997;2023;12/01/2023;18/11/2018;13:00:00;NULL;Via P£blica;PQ SUBURBANO;RUA DOS MINEIROS;570;-23,56069679;-46,93602824;DEL.POL.ITAPEVI;DEMACRO;DEL.SEC.CARAPICUIBA;ITAPEVI;Furto (art. 155);Outros;FURTO - OUTROS;1;2023
DIPOL - DEPTO DE INTELIGENCIA;DELEGACIA ELETRONICA;DELEGACIA ELETRONICA 2;ITAPEVI;AN8317;2023;12/01/2023;12/01/2023;15:30:00;NULL;Via P£blica;JARDIM MARIA JUDITE;RODOVIA ENGENHEIRO REN“ BENEDITO DA SILVA;977;-23,5404887;-46,9694721;DEL.POL.ITAPEVI;DEMACRO;DEL.SEC.CARAPICUIBA;ITAPEVI;Furto (art. 155);Outros;FURTO - OUTROS;1;2023
DIPOL - DEPTO DE INTELIGENCIA;DELEGACIA ELETRONICA;DELEGACIA ELETRONICA;ITAPEVI;AO2495;2023;12/01/2023;12/01/2023;NULL;Pela manh∆;Outros;JARDIM NOVA ITAPEVI;RUA ARI BARROSO;10;-23,53809925;-46,94351316;DEL.POL.ITAPEVI;DEMACRO;DEL.SEC.CARAPICUIBA;ITAPEVI;Furto (art. 155);Outros;FURTO - OUTROS;1;2023
DIPOL - DEPTO DE INTELIGENCIA;DELEGACIA ELETRONICA;DELEGACIA ELETRONICA 2;ITAPEVI;AO4559;2023;13/01/2023;05/01/2023;09:00:00;NULL;Via P£blica;VILA AUREA;ESTRADA DO SABIµ;28;-23,528619;-46,991107;DEL.POL.ITAPEVI;DEMACRO;DEL.SEC.CARAPICUIBA;ITAPEVI;Furto (art. 155);Outros;FURTO - OUTROS;1;2023
DIPOL - DEPTO DE INTELIGENCIA;DELEGACIA ELETRONICA;DELEGACIA ELETRONICA 2;ITAPEVI;AO4680;2023;12/01/2023;31/12/2022;16:05:00;NULL;Via P£blica;JARDIM ITACOLOMI;RUA MAGALI WESSEL;25;-23,54416173;-46,95570968;DEL.POL.ITAPEVI;DEMACRO;DEL.SEC.CARAPICUIBA;ITAPEVI;Furto (art. 155);Outros;FURTO - OUTROS;1;2023
DIPOL - DEPTO DE INTELIGENCIA;DELEGACIA ELETRONICA;DELEGACIA ELETRONICA 2;ITAPEVI;AO6564;2023;13/01/2023;13/01/2022;10:00:00;NULL;Via P£blica;JARDIM PAULISTA;RUA G“NOVA;48;-23,56425565;-46,94343095;DEL.POL.ITAPEVI;DEMACRO;DEL.SEC.CARAPICUIBA;ITAPEVI;Furto (art. 155);Outros;FURTO - OUTROS;1;2023
DIPOL - DEPTO DE INTELIGENCIA;DELEGACIA ELETRONICA;DELEGACIA ELETRONICA;ITAPEVI;AP3488;2023;12/01/2023;24/12/2022;NULL;A tarde;Via P£blica;JARDIM ITACOLOMI;RUA MAGALI WESSEL;25;-23,54416173;-46,95570968;DEL.POL.ITAPEVI;DEMACRO;DEL.SEC.CARAPICUIBA;ITAPEVI;Furto (art. 155);Outros;FURTO - OUTROS;1;2023
DIPOL - DEPTO DE INTELIGENCIA;DELEGACIA ELETRONICA;DELEGACIA ELETRONICA;ITAPEVI;AP5325;2023;12/01/2023;10/01/2023;NULL;A tarde;Metrovi†rio e Ferrovi†rio Metropolitano;JARDIM NOVA ITAPEVI;RUA JO«O PIRES DE OLIVEIRA;0;-23,5441665;-46,9353498;DEL.POL.ITAPEVI;DEMACRO;DEL.SEC.CARAPICUIBA;ITAPEVI;Furto (art. 155);Outros;FURTO - OUTROS;1;2023
DIPOL - DEPTO DE INTELIGENCIA;DELEGACIA ELETRONICA;DELEGACIA ELETRONICA;ITAPEVI;AP6270;2023;13/01/2023;31/12/2022;NULL;Pela manh∆;Via P£blica;CIDADE DA SAÈDE;RUA PROFESSOR DIMAR«ES ANT‚NIO SANDEI;279;-23,53798338;-46,93615611;DEL.POL.ITAPEVI;DEMACRO;DEL.SEC.CARAPICUIBA;ITAPEVI;Furto (art. 155);Outros;FURTO - OUTROS;1;2023
DIPOL - DEPTO DE INTELIGENCIA;DELEGACIA ELETRONICA;DELEGACIA ELETRONICA;ITAPEVI;AP6784;2023;13/01/2023;11/01/2023;NULL;De madrugada;Outros;INGAHI;SP-280;605;-23,5183775;-46,9453481;DEL.POL.ITAPEVI;DEMACRO;DEL.SEC.CARAPICUIBA;ITAPEVI;Furto (art. 155);Outros;FURTO - OUTROS;1;2023
DIPOL - DEPTO DE INTELIGENCIA;DELEGACIA ELETRONICA;DELEGACIA ELETRONICA;ITAPEVI;AP7200;2023;13/01/2023;12/01/2023;NULL;A noite;Outros;AMADOR BUENO;RUA BAMBINA AMIRµBILE CHALUPPE;10;-23,5350516;-46,9818;DEL.POL.ITAPEVI;DEMACRO;DEL.SEC.CARAPICUIBA;ITAPEVI;Furto (art. 155);Outros;FURTO - OUTROS;1;2023
DIPOL - DEPTO DE INTELIGENCIA;DELEGACIA ELETRONICA;DELEGACIA ELETRONICA 2;ITAPEVI;AQ0894;2023;15/01/2023;14/01/2023;14:21:00;NULL;Via P£blica;ALTO DA COLINA;RUA UGATIM;191;-23,56863782;-46,95293651;DEL.POL.ITAPEVI;DEMACRO;DEL.SEC.CARAPICUIBA;ITAPEVI;Furto (art. 155);Residància;FURTO - OUTROS;1;2023
DEMACRO;DEL.SEC.CARAPICUIBA;DEL.POL.ITAPEVI;ITAPEVI;AQ4578;2023;15/01/2023;15/01/2023;16:00:28;NULL;Ferrovi†rio;JARDIM PORTELA;RUA JO«O PIRES DE OLIVEIRA;51;-23,5455773;-46,9360818;DEL.POL.ITAPEVI;DEMACRO;DEL.SEC.CARAPICUIBA;ITAPEVI;Furto (art. 155);Estabelecimento-Outros;FURTO - OUTROS;1;2023
DIPOL - DEPTO DE INTELIGENCIA;DELEGACIA ELETRONICA;DELEGACIA ELETRONICA 2;ITAPEVI;AQ4692;2023;15/01/2023;04/01/2023;22:00:00;NULL;Via P£blica;AMADOR BUENO;RUA BAMBINA AMIRµBILE CHALUPPE;607;-23,5350516;-46,9818;DEL.POL.ITAPEVI;DEMACRO;DEL.SEC.CARAPICUIBA;ITAPEVI;Furto (art. 155);Outros;FURTO - OUTROS;1;2023
DEMACRO;DEL.SEC.CARAPICUIBA;DEL.POL.ITAPEVI;ITAPEVI;AR3888;2023;16/01/2023;05/01/2023;NULL;Em hora incerta;Caláados;CENTRO;AVENIDA RUBêNS CARAMEZ;203;-23,54557835;-46,93319013;DEL.POL.ITAPEVI;DEMACRO;DEL.SEC.CARAPICUIBA;ITAPEVI;Furto (art. 155);Estabelecimento Comercial;FURTO - OUTROS;1;2023
DIPOL - DEPTO DE INTELIGENCIA;DELEGACIA ELETRONICA;DELEGACIA ELETRONICA 2;ITAPEVI;AR5495;2023;16/01/2023;14/01/2023;09:30:00;NULL;Via P£blica;CONJ HAB P«O DE AÄUCAR;RUA ROS∂NGELA MARIANA LIMAS;371;-23,53818283;-46,9265648;DEL.POL.ITAPEVI;DEMACRO;DEL.SEC.CARAPICUIBA;ITAPEVI;Furto (art. 155);Outros;FURTO - OUTROS;1;2023
DIPOL - DEPTO DE INTELIGENCIA;DELEGACIA ELETRONICA;DELEGACIA ELETRONICA;ITAPEVI;AR7993;2023;16/01/2023;07/01/2023;NULL;A noite;Outros;PQ SUBURBANO;RUA DOS MARANHENSES;45;-23,56403652;-46,93061603;DEL.POL.ITAPEVI;DEMACRO;DEL.SEC.CARAPICUIBA;ITAPEVI;Furto (art. 155);Outros;FURTO - OUTROS;1;2023
DIPOL - DEPTO DE INTELIGENCIA;DELEGACIA ELETRONICA;DELEGACIA ELETRONICA;ITAPEVI;AS4754;2023;16/01/2023;13/01/2023;NULL;Pela manh∆;Via P£blica;JARDIM PORTELA;RUA S«O GERALDO;89;-23,544487;-46,941682;DEL.POL.ITAPEVI;DEMACRO;DEL.SEC.CARAPICUIBA;ITAPEVI;Furto (art. 155);Outros;FURTO - OUTROS;1;2023
DIPOL - DEPTO DE INTELIGENCIA;DELEGACIA ELETRONICA;DELEGACIA ELETRONICA;ITAPEVI;AS5109;2023;16/01/2023;11/01/2023;NULL;Pela manh∆;Metrovi†rio e Ferrovi†rio Metropolitano;JARDIM NOVA ITAPEVI;RUA JO«O PIRES DE OLIVEIRA;0;-23,5441665;-46,9353498;DEL.POL.ITAPEVI;DEMACRO;DEL.SEC.CARAPICUIBA;ITAPEVI;Furto (art. 155);Outros;FURTO - OUTROS;1;2023
DIPOL - DEPTO DE INTELIGENCIA;DELEGACIA ELETRONICA;DELEGACIA ELETRONICA 2;ITAPEVI;AT6629;2023;17/01/2023;17/01/2023;16:49:00;NULL;Via P£blica;JARDIM PORTELA;RUA SARDINHA;29;-23,542155;-46,9445313;DEL.POL.ITAPEVI;DEMACRO;DEL.SEC.CARAPICUIBA;ITAPEVI;Furto (art. 155);Outros;FURTO - OUTROS;1;2023
DIPOL - DEPTO DE INTELIGENCIA;DELEGACIA ELETRONICA;DELEGACIA ELETRONICA;ITAPEVI;AT8969;2023;17/01/2023;14/01/2023;NULL;De madrugada;Via P£blica;JARDIM PAULISTA;RUA BENEDITO DE ARAÈJO NOVAES;281;-23,5535672;-46,9383027;DEL.POL.ITAPEVI;DEMACRO;DEL.SEC.CARAPICUIBA;ITAPEVI;Furto (art. 155);Fios e Cabos;FURTO - OUTROS;1;2023
