NOME_DEPARTAMENTO;NOME_SECCIONAL;NOME_DELEGACIA;CIDADE;NUM_BO;ANO_BO;DATA_COMUNICACAO;DATA_OCORRENCIA_BO;HORA_OCORRENCIA_BO;DESC_PERIODO;DESCR_TIPOLOCAL;BAIRRO;LOGRADOURO;NUMERO_LOGRADOURO;LATITUDE;LONGITUDE;NOME_DELEGACIA_CIRCUNSCRIÄ«O;NOME_DEPARTAMENTO_CIRCUNSCRIÄ«O;NOME_SECCIONAL_CIRCUNSCRIÄ«O;NOME_MUNICIPIO_CIRCUNSCRIÄ«O;RUBRICA;DESCR_CONDUTA;NATUREZA_APURADA;MES_ESTATISTICA;ANO_ESTATISTICA
DEMACRO;DEL.SEC.CARAPICUIBA;DEL.POL.ITAPEVI;ITAPEVI;AP6001;2023;14/01/2023;14/01/2023;00:15:00;NULL;Via P£blica;PQ SUBURBANO;RUA DOS GOIANOS;1;-23,55856836;-46,93796886;DEL.POL.ITAPEVI;DEMACRO;DEL.SEC.CARAPICUIBA;ITAPEVI;Roubo (art. 157);Transeunte;ROUBO - OUTROS;1;2023
DIPOL - DEPTO DE INTELIGENCIA;DELEGACIA ELETRONICA;DELEGACIA ELETRONICA 2;ITAPEVI;AP9968;2023;14/01/2023;13/01/2023;22:40:00;NULL;Via P£blica;JARDIM ITAPEVI;RUA AGNALDO JOSê DOS SANTOS;27;-23,55110908;-46,93492882;DEL.POL.ITAPEVI;DEMACRO;DEL.SEC.CARAPICUIBA;ITAPEVI;Roubo (art. 157);Outros;ROUBO - OUTROS;1;2023
DIPOL - DEPTO DE INTELIGENCIA;DELEGACIA ELETRONICA;DELEGACIA ELETRONICA 2;ITAPEVI;AQ1098;2023;14/01/2023;13/01/2023;NULL;Pela manh∆;Via P£blica;JARDIM MARIA JUDITE;RODOVIA ENGENHEIRO REN“ BENEDITO DA SILVA;200;-23,5404887;-46,9694721;DEL.POL.ITAPEVI;DEMACRO;DEL.SEC.CARAPICUIBA;ITAPEVI;Roubo (art. 157);Transeunte;ROUBO - OUTROS;1;2023
DIPOL - DEPTO DE INTELIGENCIA;DELEGACIA ELETRONICA;DELEGACIA ELETRONICA;ITAPEVI;AQ6171;2023;15/01/2023;12/01/2023;15:20:00;NULL;Via P£blica;COHAB - SETOR C;ESTRADA LUCINDA DE JESUS SILVA;2299;-23,5685745;-46,966356;DEL.POL.ITAPEVI;DEMACRO;DEL.SEC.CARAPICUIBA;ITAPEVI;Roubo (art. 157);Outros;ROUBO - OUTROS;1;2023
DIPOL - DEPTO DE INTELIGENCIA;DELEGACIA ELETRONICA;DELEGACIA ELETRONICA 2;ITAPEVI;AQ7100;2023;15/01/2023;14/01/2023;NULL;A tarde;Outros;JARDIM SANTA ROSA;ACESSO RODOVIA ENGENHEIRO REN“ BENEDITO;200;-23,53531075;-46,98940356;DEL.POL.ITAPEVI;DEMACRO;DEL.SEC.CARAPICUIBA;ITAPEVI;Roubo (art. 157);Transeunte;ROUBO - OUTROS;1;2023
DIPOL - DEPTO DE INTELIGENCIA;DELEGACIA ELETRONICA;DELEGACIA ELETRONICA;ITAPEVI;AQ7717;2023;16/01/2023;15/01/2023;22:55:00;NULL;Via P£blica;JARDIM BRIQUET;ESTRADA BARUERI-ITAPEVI;5035;-23,55536903;-46,90873726;DEL.POL.ITAPEVI;DEMACRO;DEL.SEC.CARAPICUIBA;ITAPEVI;Roubo (art. 157);Outros;ROUBO - OUTROS;1;2023
DEMACRO;DEL.SEC.CARAPICUIBA;DEL.POL.ITAPEVI;ITAPEVI;AR0532;2023;16/01/2023;14/01/2023;09:00:48;NULL;Via P£blica;JARDIM ITAPEVI;AVENIDA VEREADOR BENEDITO FRANCISCO CHAVES;300;-23,5487029;-46,931338;DEL.POL.ITAPEVI;DEMACRO;DEL.SEC.CARAPICUIBA;ITAPEVI;Roubo (art. 157);Transeunte;ROUBO - OUTROS;1;2023
DEMACRO;DEL.SEC.CARAPICUIBA;DEL.POL.ITAPEVI;ITAPEVI;AR4431;2023;16/01/2023;16/01/2023;NULL;Pela manh∆;Via P£blica;EST∂NCIA S«O FRANCISCO;RUA EMILIO LEHMANN;71;-23,5293035;-46,9669872;DEL.POL.ITAPEVI;DEMACRO;DEL.SEC.CARAPICUIBA;ITAPEVI;Roubo (art. 157);Transeunte;ROUBO - OUTROS;1;2023
DIPOL - DEPTO DE INTELIGENCIA;DELEGACIA ELETRONICA;DELEGACIA ELETRONICA 2;ITAPEVI;AR8131;2023;16/01/2023;14/01/2023;02:30:00;NULL;Via P£blica;ENGENHEIRO CARDOSO;RUA NELSOM FERREIRA DA COSTA;10;-23,53581694;-46,92494962;DEL.POL.ITAPEVI;DEMACRO;DEL.SEC.CARAPICUIBA;ITAPEVI;Roubo (art. 157);Transeunte;ROUBO - OUTROS;1;2023
DIPOL - DEPTO DE INTELIGENCIA;DELEGACIA ELETRONICA;DELEGACIA ELETRONICA;ITAPEVI;AS7251;2023;16/01/2023;12/01/2023;07:00:00;NULL;Via P£blica;VITAPOLIS;ESTRADA DE SERVID«O;345;-23,52945691;-46,93049639;DEL.POL.ITAPEVI;DEMACRO;DEL.SEC.CARAPICUIBA;ITAPEVI;Roubo (art. 157);Outros;ROUBO - OUTROS;1;2023
DIPOL - DEPTO DE INTELIGENCIA;DELEGACIA ELETRONICA;DELEGACIA ELETRONICA;ITAPEVI;AS7497;2023;16/01/2023;16/01/2023;17:52:00;NULL;Via P£blica;AMBUITA;RUA DOUTOR JOSê ALEXANDRE CROSGNAC;1005;-23,53298054;-46,96980839;DEL.POL.ITAPEVI;DEMACRO;DEL.SEC.CARAPICUIBA;ITAPEVI;Roubo (art. 157);Outros;ROUBO - OUTROS;1;2023
DIPOL - DEPTO DE INTELIGENCIA;DELEGACIA ELETRONICA;DELEGACIA ELETRONICA;ITAPEVI;AS8680;2023;16/01/2023;16/01/2023;17:52:00;NULL;Via P£blica;AMBUITA;RUA DOUTOR JOSê ALEXANDRE CROSGNAC;1005;-23,53298054;-46,96980839;DEL.POL.ITAPEVI;DEMACRO;DEL.SEC.CARAPICUIBA;ITAPEVI;Roubo (art. 157);Outros;ROUBO - OUTROS;1;2023
DEMACRO;DEL.SEC.CARAPICUIBA;DEL.POL.ITAPEVI;ITAPEVI;AT0626;2023;17/01/2023;17/01/2023;09:30:00;NULL;Via P£blica;JARDIM SANTA ROSA;RUA FRANCISCO CAMARGO RIBEIRO;231;-23,5366585;-46,98964585;DEL.POL.ITAPEVI;DEMACRO;DEL.SEC.CARAPICUIBA;ITAPEVI;Roubo (art. 157);Outros;ROUBO - OUTROS;1;2023
DEMACRO;DEL.SEC.CARAPICUIBA;DEL.POL.ITAPEVI;ITAPEVI;AT4799;2023;17/01/2023;17/01/2023;14:40:00;NULL;Via P£blica;AMADOR BUENO;RUA CLARO CAMARGO RIBEIRO;156;-23,5344783;-46,9815069;DEL.POL.ITAPEVI;DEMACRO;DEL.SEC.CARAPICUIBA;ITAPEVI;Roubo (art. 157);Outros;ROUBO - OUTROS;1;2023
DIPOL - DEPTO DE INTELIGENCIA;DELEGACIA ELETRONICA;DELEGACIA ELETRONICA 2;ITAPEVI;AU3452;2023;17/01/2023;13/01/2023;12:30:00;NULL;Via P£blica;AMADOR BUENO;RUA SµLES;124;-23,53491134;-46,97891207;DEL.POL.ITAPEVI;DEMACRO;DEL.SEC.CARAPICUIBA;ITAPEVI;Roubo (art. 157);Outros;ROUBO - OUTROS;1;2023
DEMACRO;DEL.SEC.CARAPICUIBA;DEL.POL.ITAPEVI;ITAPEVI;AU5350;2023;18/01/2023;17/01/2023;NULL;A noite;Via P£blica;JARDIM NOVA ITAPEVI;RUA ARI BARROSO;1;-23,53816654;-46,94354598;DEL.POL.ITAPEVI;DEMACRO;DEL.SEC.CARAPICUIBA;ITAPEVI;Roubo (art. 157);Transeunte;ROUBO - OUTROS;1;2023
DIPOL - DEPTO DE INTELIGENCIA;DELEGACIA ELETRONICA;DELEGACIA ELETRONICA;ITAPEVI;AW1473;2023;18/01/2023;14/01/2023;18:03:00;NULL;Via P£blica;JARDIM PORTELA;RUA L“DA PANTALENA;75;-23,54715166;-46,94129215;DEL.POL.ITAPEVI;DEMACRO;DEL.SEC.CARAPICUIBA;ITAPEVI;Roubo (art. 157);Outros;ROUBO - OUTROS;1;2023
DEMACRO;DEL.SEC.CARAPICUIBA;DEL.POL.ITAPEVI;ITAPEVI;AW7802;2023;20/01/2023;20/01/2023;05:00:00;NULL;Via P£blica;CENTRO;AVENIDA FêRES NASSIF CHALUPE;1;-23,54432887;-46,93359385;DEL.POL.ITAPEVI;DEMACRO;DEL.SEC.CARAPICUIBA;ITAPEVI;Roubo (art. 157);Transeunte;ROUBO - OUTROS;1;2023
DEMACRO;DEL.SEC.CARAPICUIBA;02ß D.P. BARUERI;ITAPEVI;AX4459;2023;20/01/2023;19/01/2023;13:30:00;NULL;Via P£blica;JARDIM MARINA;RUA SERRA TALHADA;50;-23,5503014;-46,9587287;DEL.POL.ITAPEVI;DEMACRO;DEL.SEC.CARAPICUIBA;ITAPEVI;Roubo (art. 157);Outros;ROUBO - OUTROS;1;2023
DIPOL - DEPTO DE INTELIGENCIA;DELEGACIA ELETRONICA;DELEGACIA ELETRONICA;ITAPEVI;AX5923;2023;19/01/2023;18/01/2023;22:45:00;NULL;Via P£blica;JARDIM ROSEMARY;RUA JOSEMILDO TAVARES DA SILVA;145;-23,5619321;-46,9296212;DEL.POL.ITAPEVI;DEMACRO;DEL.SEC.CARAPICUIBA;ITAPEVI;Roubo (art. 157);Outros;ROUBO - OUTROS;1;2023
DIPOL - DEPTO DE INTELIGENCIA;DELEGACIA ELETRONICA;DELEGACIA ELETRONICA;ITAPEVI;AX8632;2023;19/01/2023;19/01/2023;05:45:00;NULL;Via P£blica;JARDIM NOVA ITAPEVI;RUA PROFESSOR DIMAR«ES ANT‚NIO SANDEI;674;-23,53651969;-46,93970585;DEL.POL.ITAPEVI;DEMACRO;DEL.SEC.CARAPICUIBA;ITAPEVI;Roubo (art. 157);Outros;ROUBO - OUTROS;1;2023
DEMACRO;DEL.SEC.CARAPICUIBA;DEL.POL.ITAPEVI;ITAPEVI;AX9928;2023;21/01/2023;21/01/2023;00:07:00;NULL;Via P£blica;JARDIM NOVA ITAPEVI;AVENIDA PRESIDENTE VARGAS;100;-23,5405775;-46,93799082;DEL.POL.ITAPEVI;DEMACRO;DEL.SEC.CARAPICUIBA;ITAPEVI;Roubo (art. 157);Transeunte;ROUBO - OUTROS;1;2023
DEMACRO;DEL.SEC.CARAPICUIBA;DEL.POL.ITAPEVI;ITAPEVI;AY1411;2023;21/01/2023;20/01/2023;NULL;De madrugada;Via P£blica;COHAB - SETOR A;ESTRADA DO SAPIANT«;595;-23,5568176;-46,9553598;DEL.POL.ITAPEVI;DEMACRO;DEL.SEC.CARAPICUIBA;ITAPEVI;Roubo (art. 157);Transeunte;ROUBO - OUTROS;1;2023
DIPOL - DEPTO DE INTELIGENCIA;DELEGACIA ELETRONICA;DELEGACIA ELETRONICA;ITAPEVI;AY8692;2023;21/01/2023;20/01/2023;23:02:00;NULL;Via P£blica;JARDIM MARISTELA;AVENIDA PEDRO PAULINO;80;-23,55115595;-46,9402209;DEL.POL.ITAPEVI;DEMACRO;DEL.SEC.CARAPICUIBA;ITAPEVI;Roubo (art. 157);Outros;ROUBO - OUTROS;1;2023
DIPOL - DEPTO DE INTELIGENCIA;DELEGACIA ELETRONICA;DELEGACIA ELETRONICA;ITAPEVI;AZ3283;2023;22/01/2023;22/01/2023;12:34:00;NULL;Via P£blica;JARDIM GIOIA;RUA DOUTOR JOSê ALEXANDRE CROSGNAC;5;-23,54043111;-46,96561006;DEL.POL.ITAPEVI;DEMACRO;DEL.SEC.CARAPICUIBA;ITAPEVI;Roubo (art. 157);Outros;ROUBO - OUTROS;1;2023
DIPOL - DEPTO DE INTELIGENCIA;DELEGACIA ELETRONICA;DELEGACIA ELETRONICA;ITAPEVI;AZ5207;2023;23/01/2023;21/01/2023;05:00:00;NULL;Metrovi†rio e Ferrovi†rio Metropolitano;JARDIM VITµPOLIS;RUA NELSON FERREIRA DA COSTA;0;-23,5358781;-46,9259241;DEL.POL.ITAPEVI;DEMACRO;DEL.SEC.CARAPICUIBA;ITAPEVI;Roubo (art. 157);Outros;ROUBO - OUTROS;1;2023
DIPOL - DEPTO DE INTELIGENCIA;DELEGACIA ELETRONICA;DELEGACIA ELETRONICA;ITAPEVI;BA2978;2023;23/01/2023;19/01/2023;21:05:00;NULL;Via P£blica;VILA AURORA;RODOVIA CORONEL PM NELSON TRANCHESI;2068;-23,5560202;-46,9347144;DEL.POL.ITAPEVI;DEMACRO;DEL.SEC.CARAPICUIBA;ITAPEVI;Roubo (art. 157);Outros;ROUBO - OUTROS;1;2023
DEMACRO;DEL.SEC.CARAPICUIBA;01ß D.P. BARUERI;ITAPEVI;BA9206;2023;23/01/2023;22/01/2023;12:30:41;NULL;Represa;CONDOM÷NIO NOVA S«O PAULO;ESTRADA DO ITAQUI;0;-23,523573;-46,9454695;DEL.POL.ITAPEVI;DEMACRO;DEL.SEC.CARAPICUIBA;ITAPEVI;Roubo (art. 157);Transeunte;ROUBO - OUTROS;1;2023
DIPOL - DEPTO DE INTELIGENCIA;DELEGACIA ELETRONICA;DELEGACIA ELETRONICA 2;ITAPEVI;BD0441;2023;25/01/2023;10/01/2023;NULL;De madrugada;Via P£blica;PQ SUBURBANO;AVENIDA DOS BRASILEIROS;300;-23,55777381;-46,936829;DEL.POL.ITAPEVI;DEMACRO;DEL.SEC.CARAPICUIBA;ITAPEVI;Roubo (art. 157);Transeunte;ROUBO - OUTROS;1;2023
DIPOL - DEPTO DE INTELIGENCIA;DELEGACIA ELETRONICA;DELEGACIA ELETRONICA;ITAPEVI;BD6445;2023;25/01/2023;25/01/2023;16:00:00;NULL;Via P£blica;VILA ROMENIA;RUA BENEDITO DE ABREU;23;-23,54106695;-46,93273261;DEL.POL.ITAPEVI;DEMACRO;DEL.SEC.CARAPICUIBA;ITAPEVI;Roubo (art. 157);Outros;ROUBO - OUTROS;1;2023
DIPOL - DEPTO DE INTELIGENCIA;DELEGACIA ELETRONICA;DELEGACIA ELETRONICA;ITAPEVI;BD7956;2023;25/01/2023;18/01/2023;20:40:00;NULL;Via P£blica;ENGENHEIRO CARDOSO;RUA DONANA;242;-23,53800827;-46,92348689;DEL.POL.ITAPEVI;DEMACRO;DEL.SEC.CARAPICUIBA;ITAPEVI;Roubo (art. 157);Outros;ROUBO - OUTROS;1;2023
DIPOL - DEPTO DE INTELIGENCIA;DELEGACIA ELETRONICA;DELEGACIA ELETRONICA 2;ITAPEVI;BD9430;2023;26/01/2023;25/01/2023;10:50:00;NULL;Via P£blica;JARDIM S«O CARLOS;ESTRADA DA REPRESA;111;-23,53832464;-46,94417083;DEL.POL.ITAPEVI;DEMACRO;DEL.SEC.CARAPICUIBA;ITAPEVI;Roubo (art. 157);Outros;ROUBO - OUTROS;1;2023
DEMACRO;DEL.SEC.CARAPICUIBA;DEL.POL.ITAPEVI;ITAPEVI;BF2840;2023;26/01/2023;24/01/2023;NULL;De madrugada;Transeunte;JARDIM VITµPOLIS;RUA NELSON FERREIRA DA COSTA;636;-23,5359555;-46,9260206;DEL.POL.ITAPEVI;DEMACRO;DEL.SEC.CARAPICUIBA;ITAPEVI;Roubo (art. 157);Transeunte;ROUBO - OUTROS;1;2023
DIPOL - DEPTO DE INTELIGENCIA;DELEGACIA ELETRONICA;DELEGACIA ELETRONICA;ITAPEVI;BF4003;2023;26/01/2023;26/01/2023;08:30:00;NULL;Via P£blica;COHAB - SETOR D;AVENIDA PEDRO PAULINO;598;-23,5532411;-46,9443601;DEL.POL.ITAPEVI;DEMACRO;DEL.SEC.CARAPICUIBA;ITAPEVI;Roubo (art. 157);Outros;ROUBO - OUTROS;1;2023
DIPOL - DEPTO DE INTELIGENCIA;DELEGACIA ELETRONICA;DELEGACIA ELETRONICA;ITAPEVI;BG8448;2023;27/01/2023;26/01/2023;20:30:00;NULL;Via P£blica;RESIDENCIAL DAS FLORES;ESTRADA EL÷AS ALVES DA COSTA;765;-23,54576157;-46,97042108;DEL.POL.ITAPEVI;DEMACRO;DEL.SEC.CARAPICUIBA;ITAPEVI;Roubo (art. 157);Outros;ROUBO - OUTROS;1;2023
DIPOL - DEPTO DE INTELIGENCIA;DELEGACIA ELETRONICA;DELEGACIA ELETRONICA;ITAPEVI;BI2317;2023;30/01/2023;29/12/2022;20:40:00;NULL;Via P£blica;AMBUITA;RUA EM÷LIO LEMAN;20;-23,52882795;-46,96657941;DEL.POL.ITAPEVI;DEMACRO;DEL.SEC.CARAPICUIBA;ITAPEVI;Roubo (art. 157);Outros;ROUBO - OUTROS;1;2023
DEMACRO;DEL.SEC.CARAPICUIBA;DEL.POL.ITAPEVI;ITAPEVI;BI3751;2023;30/01/2023;27/01/2023;13:00:45;NULL;Transeunte;JARDIM CRUZEIRO;RUA SOL;7;-23,53196327;-46,99222774;DEL.POL.ITAPEVI;DEMACRO;DEL.SEC.CARAPICUIBA;ITAPEVI;Roubo (art. 157);Outros;ROUBO - OUTROS;1;2023
DIPOL - DEPTO DE INTELIGENCIA;DELEGACIA ELETRONICA;DELEGACIA ELETRONICA 2;ITAPEVI;BJ2906;2023;30/01/2023;30/01/2023;01:20:00;NULL;Via P£blica;JARDIM MARISTELA;RUA GIµCOMO SILICANI;81;-23,55165648;-46,93952484;DEL.POL.ITAPEVI;DEMACRO;DEL.SEC.CARAPICUIBA;ITAPEVI;Roubo (art. 157);Transeunte;ROUBO - OUTROS;1;2023
DIPOL - DEPTO DE INTELIGENCIA;DELEGACIA ELETRONICA;DELEGACIA ELETRONICA;ITAPEVI;BJ4843;2023;30/01/2023;29/01/2023;20:30:00;NULL;Via P£blica;PARQUE WEY;PRAÄA GISELE;26;-23,5492651;-46,9331962;DEL.POL.ITAPEVI;DEMACRO;DEL.SEC.CARAPICUIBA;ITAPEVI;Roubo (art. 157);Outros;ROUBO - OUTROS;1;2023
DEMACRO;DEL.SEC.CARAPICUIBA;DEL.POL.ITAPEVI;ITAPEVI;AB5446;2023;02/01/2023;30/12/2022;12:40:00;NULL;Via P£blica;PARQUE MIRA FLORES;RUA EDGARD MORETTI;7;-23,5388784;-46,9836817;DEL.POL.ITAPEVI;DEMACRO;DEL.SEC.CARAPICUIBA;ITAPEVI;Roubo (art. 157);Carga;ROUBO DE CARGA;1;2023
DEMACRO;DEL.SEC.CARAPICUIBA;DEL.POL.ITAPEVI;ITAPEVI;AJ9632;2023;09/01/2023;09/01/2023;11:30:40;NULL;Via P£blica;COHAB - SETOR A;RUA JACUNA;51;-23,5577754;-46,950505;DEL.POL.ITAPEVI;DEMACRO;DEL.SEC.CARAPICUIBA;ITAPEVI;Roubo (art. 157);Carga;ROUBO DE CARGA;1;2023
DEMACRO;DEL.SEC.CARAPICUIBA;DEL.POL.ITAPEVI;ITAPEVI;BA4637;2023;23/01/2023;23/01/2023;11:30:48;NULL;Via P£blica;JARDIM BELA VISTA;RUA LAURINDO MARTINS;372;-23,55435525;-46,92157575;DEL.POL.ITAPEVI;DEMACRO;DEL.SEC.CARAPICUIBA;ITAPEVI;Roubo (art. 157);Carga;ROUBO DE CARGA;1;2023
DEMACRO;DEL.SEC.CARAPICUIBA;DEL.POL.ITAPEVI;ITAPEVI;BK4339;2023;31/01/2023;31/01/2023;10:40:00;NULL;Via P£blica;JARDIM RUTH;RUA C∂NDIDO PORTINARI;23;-23,53802147;-46,97329139;DEL.POL.ITAPEVI;DEMACRO;DEL.SEC.CARAPICUIBA;ITAPEVI;Roubo (art. 157);Carga;ROUBO DE CARGA;1;2023
DEMACRO;DEL.SEC.CARAPICUIBA;01ß D.P. BARUERI;ITAPEVI;BK7375;2023;31/01/2023;18/01/2023;NULL;Pela manh∆;Via P£blica;VILA IRACEMA;RUA JUREMA;75;-23,5501753;-46,9955611;DEL.POL.ITAPEVI;DEMACRO;DEL.SEC.CARAPICUIBA;ITAPEVI;Roubo (art. 157);Carga;ROUBO DE CARGA;1;2023
DEMACRO;DEL.SEC.CARAPICUIBA;DEL.POL.JANDIRA;ITAPEVI;BK7413;2023;31/01/2023;16/11/2022;14:00:00;NULL;Via P£blica;JARDIM BELA VISTA;AVENIDA DOS GUARAN÷S;230;-23,5600433;-46,9151636;DEL.POL.ITAPEVI;DEMACRO;DEL.SEC.CARAPICUIBA;ITAPEVI;Roubo (art. 157);Carga;ROUBO DE CARGA;1;2023
DEMACRO;DEL.SEC.CARAPICUIBA;DEL.POL.ITAPEVI;ITAPEVI;AD0492;2023;04/01/2023;04/01/2023;13:10:00;NULL;Via P£blica;JARDIM PAULISTA;RUA NAIRA;38;-23,5591086;-46,9477695;DEL.POL.ITAPEVI;DEMACRO;DEL.SEC.CARAPICUIBA;ITAPEVI;Roubo (art. 157);Ve°culo;ROUBO DE VE÷CULO;1;2023
DEMACRO;DEL.SEC.CARAPICUIBA;DEL.POL.ITAPEVI;ITAPEVI;AH2316;2023;07/01/2023;06/01/2023;22:00:00;NULL;Via P£blica;VILA AURORA;RUA AGNALDO JOSê DOS SANTOS;1;-23,55134955;-46,93490099;DEL.POL.ITAPEVI;DEMACRO;DEL.SEC.CARAPICUIBA;ITAPEVI;Roubo (art. 157);Ve°culo;ROUBO DE VE÷CULO;1;2023
DEMACRO;DEL.SEC.CARAPICUIBA;DEL.POL.ITAPEVI;ITAPEVI;AK1537;2023;09/01/2023;09/01/2023;20:50:00;NULL;Via P£blica;JARDIM BELA VISTA;RUA LUIZ REVIGLIO;100;-23,5529161;-46,9196762;DEL.POL.ITAPEVI;DEMACRO;DEL.SEC.CARAPICUIBA;ITAPEVI;Roubo (art. 157);Ve°culo;ROUBO DE VE÷CULO;1;2023
DIPOL - DEPTO DE INTELIGENCIA;DELEGACIA ELETRONICA;DELEGACIA ELETRONICA;ITAPEVI;AO2173;2023;13/01/2023;13/01/2023;00:50:00;NULL;Via P£blica;BAIRRO DOS ABREUS;RUA ANT‚NIO FERNANDES MORAIS NETO;194;-23,54657;-46,9276986;DEL.POL.ITAPEVI;DEMACRO;DEL.SEC.CARAPICUIBA;ITAPEVI;Roubo (art. 157);Ve°culo;ROUBO DE VE÷CULO;1;2023
DIPOL - DEPTO DE INTELIGENCIA;DELEGACIA ELETRONICA;DELEGACIA ELETRONICA;ITAPEVI;AR9347;2023;16/01/2023;15/01/2023;21:00:00;NULL;Ve°culo em movimento;JARDIM ITACOLOMI;RUA EVALDO BRAGA;122;-23,5464801;-46,959605;DEL.POL.ITAPEVI;DEMACRO;DEL.SEC.CARAPICUIBA;ITAPEVI;Roubo (art. 157);Ve°culo;ROUBO DE VE÷CULO;1;2023
DEMACRO;DEL.SEC.CARAPICUIBA;DEL.POL.ITAPEVI;ITAPEVI;AV0606;2023;18/01/2023;18/01/2023;NULL;A tarde;Via P£blica;PQ BOA ESPERANÄA;RUA ELOIZO FERREIRA LOPES;153;-23,5492888;-46,9230516;DEL.POL.ITAPEVI;DEMACRO;DEL.SEC.CARAPICUIBA;ITAPEVI;Roubo (art. 157);Ve°culo;ROUBO DE VE÷CULO;1;2023
DEMACRO;DEL.SEC.CARAPICUIBA;01ß D.P. CARAPICUIBA;ITAPEVI;BA9571;2023;23/01/2023;21/01/2023;20:00:00;NULL;Via P£blica;JARDIM SANTA ROSA;RUA DOS DESBRAVADORES;100;-23,53839981;-46,99370585;DEL.POL.ITAPEVI;DEMACRO;DEL.SEC.CARAPICUIBA;ITAPEVI;Roubo (art. 157);Ve°culo;ROUBO DE VE÷CULO;1;2023
DEMACRO;DEL.SEC.CARAPICUIBA;DEL.POL.ITAPEVI;ITAPEVI;BB8932;2023;24/01/2023;23/01/2023;22:58:00;NULL;Via P£blica;COHAB - SETOR A;ESTRADA DO SAPIANT«;1;-23,5568176;-46,9553598;DEL.POL.ITAPEVI;DEMACRO;DEL.SEC.CARAPICUIBA;ITAPEVI;Roubo (art. 157);Ve°culo;ROUBO DE VE÷CULO;1;2023
DEMACRO;DEL.SEC.CARAPICUIBA;DEL.POL.ITAPEVI;ITAPEVI;BK1085;2023;31/01/2023;30/01/2023;05:00:00;NULL;Via P£blica;JARDIM GIOIA;RUA DOS BOLIVIANOS;110;-23,53962623;-46,96945797;DEL.POL.ITAPEVI;DEMACRO;DEL.SEC.CARAPICUIBA;ITAPEVI;Roubo (art. 157);Ve°culo;ROUBO DE VE÷CULO;1;2023
DEMACRO;DEL.SEC.CARAPICUIBA;DEL.POL.ITAPEVI;ITAPEVI;AH9439;2023;08/01/2023;08/01/2023;04:33:00;NULL;Via P£blica;JARDIM NOVA ITAPEVI;RUA JESUINO JOAQUIM DA SILVA;10;-23,53557006;-46,94225586;DEL.POL.ITAPEVI;DEMACRO;DEL.SEC.CARAPICUIBA;ITAPEVI;Homic°dio (art. 121);NULL;TENTATIVA DE HOMIC÷DIO;1;2023
DEMACRO;DEL.SEC.CARAPICUIBA;DEL.POL.ITAPEVI;ITAPEVI;AG5121;2023;06/01/2023;06/01/2023;10:16:00;NULL;Via P£blica;JARDIM MARIA CECILIA;RUA LERI CLAUDINO DA SILVA;28;-23,54067661;-46,91977954;DEL.POL.ITAPEVI;DEMACRO;DEL.SEC.CARAPICUIBA;ITAPEVI;Drogas sem autorizaá∆o ou em desacordo (Art.33, caput);NULL;TRµFICO DE ENTORPECENTES;1;2023
DEMACRO;DEL.SEC.CARAPICUIBA;DEL.POL.ITAPEVI;ITAPEVI;AN5058;2023;12/01/2023;12/01/2023;12:05:00;NULL;Via P£blica;JARDIM S«O CARLOS;RUA QUINZE DE NOVEMBRO;4;-23,5423714;-46,9421894;DEL.POL.ITAPEVI;DEMACRO;DEL.SEC.CARAPICUIBA;ITAPEVI;Drogas sem autorizaá∆o ou em desacordo (Art.33, caput);NULL;TRµFICO DE ENTORPECENTES;1;2023
DEMACRO;DEL.SEC.CARAPICUIBA;DEL.POL.ITAPEVI;ITAPEVI;CQ1486;2023;26/02/2023;26/02/2023;13:37:00;NULL;Via P£blica;COHAB - SETOR A;RUA JACUNA;80;-23,5577597;-46,9505757;DEL.POL.ITAPEVI;DEMACRO;DEL.SEC.CARAPICUIBA;ITAPEVI;Localizaá∆o/Apreens∆o de objeto;NULL;APREENS«O DE ENTORPECENTES;2;2023
DIPOL - DEPTO DE INTELIGENCIA;DELEGACIA ELETRONICA;DELEGACIA ELETRONICA;ITAPEVI;BL6020;2023;31/01/2023;31/01/2023;NULL;A noite;Outros;CENTRO;AVENIDA FêRES NASSIF CHALUPE;75;-23,54507532;-46,93433634;DEL.POL.ITAPEVI;DEMACRO;DEL.SEC.CARAPICUIBA;ITAPEVI;Furto (art. 155);Outros;FURTO - OUTROS;2;2023
DIPOL - DEPTO DE INTELIGENCIA;DELEGACIA ELETRONICA;DELEGACIA ELETRONICA 2;ITAPEVI;BM0916;2023;01/02/2023;31/01/2023;17:00:00;NULL;Via P£blica;VILA GARCIA;RUA JOSê MICHELOTI;300;-23,54111244;-46,93457513;DEL.POL.ITAPEVI;DEMACRO;DEL.SEC.CARAPICUIBA;ITAPEVI;Furto (art. 155);Estabelecimento-Outros;FURTO - OUTROS;2;2023
DIPOL - DEPTO DE INTELIGENCIA;DELEGACIA ELETRONICA;DELEGACIA ELETRONICA 2;ITAPEVI;BM1269;2023;01/02/2023;01/01/2023;10:00:00;NULL;Via P£blica;Vila Santa Rita;Rua dos Figueirenses;22;-23,54223;-46,96525;DEL.POL.ITAPEVI;DEMACRO;DEL.SEC.CARAPICUIBA;ITAPEVI;Furto (art. 155);Outros;FURTO - OUTROS;2;2023
